"","id","value","source"
"1","num_preprimary_level",3,"Facility Inventory 2012"
"2","num_preprimary_primary_level",79,"Facility Inventory 2012"
"3","num_primary_level",4,"Facility Inventory 2012"
"4","num_primary_js_level",0,"Facility Inventory 2012"
"5","num_js_level",2,"Facility Inventory 2012"
"6","num_js_ss_level",19,"Facility Inventory 2012"
"7","num_ss_level",0,"Facility Inventory 2012"
"8","num_primary_js_ss_level",2,"Facility Inventory 2012"
"9","num_other_level",3,"Facility Inventory 2012"
"10","student_teacher_ratio_lga",18.2836637047163,"Facility Inventory 2012"
"11","proportion_teachers_nce",0.658838071693449,"Facility Inventory 2012"
"12","number_classrooms_need_major_repair",687,"Facility Inventory 2012"
"13","proportion_schools_1kmplus_catchment_primary",0.258823529411765,"Facility Inventory 2012"
"14","proportion_schools_1kmplus_catchment_juniorsec",0.333333333333333,"Facility Inventory 2012"
"15","proportion_schools_1kmplus_ss",0.2875,"Facility Inventory 2012"
"16","proportion_students_3kmplus_primary",0.216867469879518,"Facility Inventory 2012"
"17","proportion_students_3kmplus_juniorsec",0.473684210526316,"Facility Inventory 2012"
"18","primary_school_pupil_teachers_ratio_lga",19.7067757009346,"Facility Inventory 2012"
"19","junior_secondary_school_pupil_teachers_ratio_lga",16.3201506591337,"Facility Inventory 2012"
"20","teacher_nonteachingstaff_ratio_lga_primary",13.75,"Facility Inventory 2012"
"21","teacher_nonteachingstaff_ratio_lga_juniorsec",5.1965811965812,"Facility Inventory 2012"
"22","proportion_teachers_nce_primary",0.739571589627959,"Facility Inventory 2012"
"23","proportion_teachers_nce_juniorsec",0.569078947368421,"Facility Inventory 2012"
"24","proportion_teachers_training_last_year_primary",0.232243517474634,"Facility Inventory 2012"
"25","proportion_teachers_training_last_year_juniorsec",0.248355263157895,"Facility Inventory 2012"
"26","proportion_schools_power_access_primary",0.117647058823529,"Facility Inventory 2012"
"27","proportion_schools_power_access_juniorsec",0.476190476190476,"Facility Inventory 2012"
"28","proportion_classrooms_need_major_repair_primary",0.594033722438392,"Facility Inventory 2012"
"29","proportion_classrooms_need_major_repair_juniorsec",0.623762376237624,"Facility Inventory 2012"
"30","proportion_classrooms_need_minor_repair_primary",0.260237780713342,"Facility Inventory 2012"
"31","proportion_classrooms_need_minor_repair_juniorsec",0.115511551155116,"Facility Inventory 2012"
"32","proportion_schools_covered_roof_good_cond_primary",0.0588235294117647,"Facility Inventory 2012"
"33","proportion_schools_covered_roof_good_cond_juniorsec",0.142857142857143,"Facility Inventory 2012"
"34","num_textbooks_per_pupil_primary",1.5038351822504,"Facility Inventory 2012"
"35","num_textbooks_per_pupil_juniorsec",0.08759546401296,"Facility Inventory 2012"
"36","proportion_provide_exercise_books_primary",0,"Facility Inventory 2012"
"37","proportion_provide_exercise_books_juniorsec",0,"Facility Inventory 2012"
"38","proportion_provide_pens_pencils_primary",0.0117647058823529,"Facility Inventory 2012"
"39","proportion_provide_pens_pencils_juniorsec",0,"Facility Inventory 2012"
"40","proportion_natl_curriculum_primary",0.376470588235294,"Facility Inventory 2012"
"41","proportion_natl_curriculum_juniorsec",0.619047619047619,"Facility Inventory 2012"
"42","proportion_teachers_with_teacher_guide_primary",0.270588235294118,"Facility Inventory 2012"
"43","proportion_teachers_with_teacher_guide_juniorsec",0.428571428571429,"Facility Inventory 2012"
"44","proportion_schools_functioning_library_primary",0.0823529411764706,"Facility Inventory 2012"
"45","proportion_schools_functioning_library_juniorsec",0.380952380952381,"Facility Inventory 2012"
"46","num_primary_schools",85,"Facility Inventory 2012"
"47","num_junior_secondary_schools",21,"Facility Inventory 2012"
"48","num_senior_secondary_schools",0,"Facility Inventory 2012"
"49","num_schools",112,"Facility Inventory 2012"
"50","proportion_schools_with_clinic_dispensary_primary",0,"Facility Inventory 2012"
"51","proportion_schools_with_clinic_dispensary_juniorsec",0,"Facility Inventory 2012"
"52","proportion_schools_with_first_aid_kit_primary",0.658823529411765,"Facility Inventory 2012"
"53","proportion_schools_with_first_aid_kit_juniorsec",0.333333333333333,"Facility Inventory 2012"
"54","proportion_schools_fence_good_cond_primary",0.0117647058823529,"Facility Inventory 2012"
"55","proportion_schools_fence_good_cond_juniorsec",0,"Facility Inventory 2012"
"56","proportion_schools_potable_water_primary",0.0941176470588235,"Facility Inventory 2012"
"57","proportion_schools_potable_water_juniorsec",0.0476190476190476,"Facility Inventory 2012"
"58","proportion_schools_improved_sanitation_primary",0.235294117647059,"Facility Inventory 2012"
"59","proportion_schools_improved_sanitation_juniorsec",0.476190476190476,"Facility Inventory 2012"
"60","proportion_schools_gender_sep_toilet_primary",0.392857142857143,"Facility Inventory 2012"
"61","proportion_schools_gender_sep_toilet_juniorsec",0.454545454545455,"Facility Inventory 2012"
"62","pupil_toilet_ratio_primary",205.719512195122,"Facility Inventory 2012"
